,Person ID,Region,Residence Type,Family Composition,Population Base,Sex,Age,Marital Status,Student,Country of Birth,Health,Ethnic Group,Religion,Economic Activity,Occupation,Industry,Hours worked per week,Approximated Social Grade
125596,7519609,E12000008,H,2,1,2,4,2,2,1,1,1,2,2,4,8,1,2
247315,7646054,E12000006,H,1,1,2,7,4,2,1,2,1,9,5,4,2,-9,2
458044,7862162,E12000007,H,2,1,1,6,2,2,1,1,1,2,5,2,7,-9,1
6112,7400268,E12000001,H,3,1,2,4,1,2,1,3,1,8,1,3,11,3,2
559073,7964180,W92000004,H,5,1,2,2,1,2,1,2,1,1,3,-9,-9,-9,4
455419,7860326,E12000007,H,2,1,1,3,2,2,2,2,3,4,1,9,5,3,4
35106,7429404,E12000005,H,2,1,1,6,2,2,1,2,1,2,1,5,4,3,3
196156,7593551,E12000006,H,2,1,1,1,1,1,1,1,1,9,-9,-9,-9,-9,-9
481513,7884724,E12000007,H,1,1,1,4,1,2,2,3,1,9,1,9,6,3,4
367164,7766614,E12000002,H,3,1,1,3,1,2,1,2,1,1,1,3,6,3,2
491726,7897241,E12000007,H,1,1,2,3,1,2,1,3,1,2,1,3,7,3,1
199667,7600976,E12000006,H,2,1,1,1,1,1,2,1,4,2,-9,-9,-9,-9,-9
546349,7953106,W92000004,H,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
54235,7449512,E12000009,H,5,1,1,2,1,2,1,1,1,1,1,4,7,3,2
142507,7537959,E12000004,H,1,1,1,7,5,2,1,3,1,9,5,9,2,-9,4
250052,7651379,E12000006,H,-9,2,2,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
338340,7744490,E12000002,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
113508,7513473,E12000006,H,5,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
59331,7455614,E12000006,H,2,1,1,3,2,2,1,2,1,2,1,5,4,3,3
282049,7682841,E12000009,H,2,1,2,7,2,2,1,3,1,2,1,6,11,2,4
488445,7892043,E12000007,H,2,1,2,7,2,2,2,3,1,2,5,9,4,-9,2
279071,7681719,E12000009,H,2,1,2,6,2,2,1,2,1,2,2,9,1,4,4
80979,7475797,E12000008,H,5,1,2,3,1,2,1,2,1,1,1,3,7,3,2
380629,7787708,E12000003,H,1,1,1,5,4,2,1,2,1,2,3,4,9,-9,2
394042,7795588,E12000001,H,2,1,2,5,2,2,1,3,1,2,1,2,11,2,2
544745,7961884,W92000004,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
66697,7459341,E12000006,H,2,1,1,2,1,1,2,1,3,2,6,7,4,-9,2
567443,7726574,E12000008,C,-9,1,2,7,1,2,1,2,1,1,5,-9,-9,-9,-9
241298,7642949,E12000004,H,5,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
72823,7469188,E12000008,H,2,1,2,4,2,2,2,2,3,4,7,-9,-9,-9,2
249383,7648377,E12000006,H,2,1,2,5,2,2,1,3,1,2,3,4,9,-9,2
277624,7676416,E12000008,H,1,1,2,3,1,2,1,2,1,1,2,2,8,4,1
25725,7422749,E12000004,H,1,1,1,5,1,2,2,1,3,4,1,4,7,4,2
569250,7415318,E12000003,C,-9,1,1,8,5,2,1,3,1,2,5,-9,-9,-9,-9
150012,7546065,E12000009,H,2,1,2,6,2,2,1,2,1,2,1,6,10,2,3
559107,7963702,W92000004,H,2,1,2,6,2,2,1,2,1,2,1,1,8,3,2
304272,7701913,E12000006,H,5,1,2,2,1,2,1,1,1,1,1,9,4,2,4
374206,7778112,E12000003,H,2,1,1,4,2,2,1,1,1,1,1,8,6,3,3
458859,7862843,E12000007,H,2,1,1,8,2,2,1,2,1,9,5,4,7,-9,2
29493,7426721,E12000004,H,2,1,2,8,2,2,1,2,1,1,5,2,10,-9,1
29569,7427429,E12000004,H,5,1,1,2,1,2,1,1,1,1,1,9,5,3,4
267278,7666718,E12000004,H,5,1,1,7,1,2,1,2,1,2,5,5,2,-9,4
502860,7907866,E12000007,H,5,1,2,5,2,2,2,3,3,6,9,4,8,-9,2
258268,7661710,E12000003,H,2,1,2,4,2,2,1,2,1,2,1,3,8,3,1
93438,7489620,E12000001,H,3,1,2,6,5,2,1,2,1,2,1,9,4,2,4
8332,7406226,E12000002,H,2,1,1,7,2,2,1,5,1,9,8,5,1,-9,3
42376,7441086,E12000009,H,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
418995,7827135,E12000005,H,5,1,2,2,1,2,1,2,2,2,3,7,4,-9,4
77155,7474270,E12000008,H,2,1,2,2,1,2,1,1,1,2,1,7,5,2,4
568794,7787972,E12000003,C,-9,1,1,2,1,1,1,2,1,2,4,1,9,1,-9
2980,7396883,E12000001,H,3,1,1,1,1,2,1,1,1,9,-9,-9,-9,-9,-9
156582,7554991,E12000008,H,5,1,2,5,3,2,2,1,3,2,1,4,9,2,2
306697,7705944,E12000008,H,2,1,1,4,1,2,1,1,1,1,2,3,8,2,2
315615,7714050,E12000005,H,3,1,1,2,1,1,1,2,1,2,4,7,4,1,2
559067,7963853,W92000004,H,2,1,2,5,2,2,1,2,1,2,1,9,11,2,4
312895,7716094,E12000005,H,2,1,1,8,2,2,1,2,1,2,5,5,2,-9,3
257214,7655460,E12000004,H,2,1,2,6,2,2,1,2,1,8,5,9,3,-9,4
334298,7736402,E12000002,H,3,1,2,1,1,1,1,1,1,9,-9,-9,-9,-9,-9
237206,7639692,E12000004,H,3,1,1,3,1,2,1,1,1,1,1,2,10,4,1
80755,7475816,E12000008,H,2,1,1,2,1,2,2,1,1,1,1,9,5,2,4
66472,7460743,E12000006,H,3,1,1,4,1,2,1,2,1,1,3,3,7,-9,2
569493,7779757,E12000003,C,-9,1,1,2,1,1,1,3,1,2,6,-9,-9,-9,-9
441611,7842699,E12000003,H,3,1,2,4,1,2,1,2,1,2,1,2,11,2,2
458984,7861167,E12000007,H,-9,2,2,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
193027,7591122,E12000008,H,2,1,1,6,2,2,1,2,1,2,1,6,12,2,3
228511,7630681,E12000004,H,1,1,2,8,5,2,1,2,1,9,5,2,10,-9,1
204478,7604147,E12000008,H,5,1,1,2,1,2,1,1,1,2,2,5,3,3,3
83164,7477945,E12000008,H,1,1,1,4,1,2,2,1,1,1,3,1,4,-9,2
29464,7424655,E12000004,H,5,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
1774,7396603,E12000001,H,2,1,2,4,2,2,1,2,1,2,8,1,12,-9,4
97846,7494910,E12000002,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
360019,7761642,E12000002,H,2,1,2,2,1,2,1,1,1,2,1,4,9,3,2
296871,7700978,E12000006,H,1,1,1,2,1,2,1,1,1,1,2,5,8,3,3
395144,7797218,E12000001,H,3,1,2,5,2,2,1,3,1,2,1,7,4,3,2
63273,7460931,E12000006,H,3,1,1,4,1,2,1,1,1,2,1,4,7,3,2
406227,7800194,E12000005,H,2,1,2,6,2,2,1,3,1,2,5,4,10,-9,3
480907,7885180,E12000007,H,4,1,2,1,1,1,1,1,5,2,-9,-9,-9,-9,-9
555191,7958208,W92000004,H,2,1,2,3,1,2,1,3,1,2,8,-9,-9,-9,4
437810,7843391,E12000003,H,2,1,2,6,2,2,1,1,1,2,1,1,11,3,1
71634,7467820,E12000008,H,3,1,2,5,1,2,1,1,1,2,1,4,8,3,2
516739,7922999,E12000007,H,2,1,1,5,2,2,2,3,3,6,3,5,6,-9,4
91356,7489026,E12000001,H,5,1,2,3,2,2,1,1,1,2,1,7,4,3,3
401122,7801873,E12000005,H,3,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
314030,7717122,E12000005,H,2,1,1,8,2,2,1,2,1,2,5,3,8,-9,2
277843,7675269,E12000008,H,5,1,2,6,4,2,1,2,1,2,2,3,6,2,2
181655,7578717,E12000008,H,2,1,2,5,2,2,1,1,1,2,2,6,11,3,3
136911,7533013,E12000002,H,3,1,1,3,2,2,1,3,1,1,9,5,5,-9,2
202520,7599348,E12000006,H,2,1,1,6,2,2,2,2,1,2,2,4,3,3,2
537178,7941517,W92000004,H,2,1,1,7,2,2,1,2,1,2,2,1,4,4,2
452203,7859217,E12000007,H,5,1,1,2,1,1,1,1,1,2,4,4,12,1,2
432346,7838199,E12000003,H,1,1,1,3,2,2,2,1,5,6,2,6,2,2,3
248310,7647869,E12000006,H,2,1,2,6,2,2,1,2,1,2,7,7,4,-9,4
324708,7724432,E12000008,H,3,1,1,2,1,2,1,1,1,2,1,7,7,3,2
5572,7399595,E12000001,H,5,1,2,5,4,2,1,2,1,2,1,6,11,2,3
29553,7425288,E12000004,H,2,1,2,5,2,2,1,2,1,2,1,4,11,2,2
342117,7741348,E12000002,H,2,1,2,6,2,2,2,2,1,2,1,4,11,3,2
248718,7646875,E12000006,H,5,1,2,4,4,2,1,1,1,2,1,6,10,1,4
207759,7608234,E12000008,H,3,1,2,5,1,2,2,2,1,2,1,4,9,3,2
481508,7883948,E12000007,H,3,1,1,3,1,2,1,1,1,2,1,3,12,3,1
380209,7781379,E12000003,H,2,1,1,2,1,1,1,4,1,9,6,-9,-9,-9,2
99655,7493637,E12000002,H,3,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
553445,7944720,W92000004,H,1,1,2,8,2,2,1,3,1,2,5,4,11,-9,2
225083,7623858,E12000002,H,5,1,2,3,1,2,1,3,1,1,3,7,8,-9,2
133443,7529175,E12000002,H,5,1,2,2,1,2,1,2,1,2,7,7,4,-9,4
304394,7706698,E12000008,H,2,1,1,6,2,2,1,2,1,2,5,3,2,-9,2
308376,7707016,E12000008,H,2,1,1,5,2,2,1,2,1,2,1,2,3,3,2
271888,7671768,E12000004,H,3,1,1,3,1,2,2,2,1,9,1,8,6,3,4
368566,7772673,E12000002,H,2,1,2,3,1,2,1,1,1,1,1,6,11,3,2
430077,7833523,E12000003,H,2,1,2,6,2,2,1,2,1,2,7,9,12,-9,3
137250,7534610,E12000004,H,3,1,2,4,1,2,1,2,1,1,1,6,10,3,3
72063,7469000,E12000008,H,2,1,1,1,1,1,1,1,3,7,-9,-9,-9,-9,-9
555397,7960272,W92000004,H,2,1,1,8,2,2,1,3,1,2,5,8,2,-9,4
145712,7544859,E12000009,H,2,1,2,6,2,2,1,3,1,2,5,9,8,-9,2
566697,7731248,E12000005,C,-9,1,2,2,1,1,1,2,1,1,6,9,5,-9,-9
459460,7860083,E12000007,H,5,1,2,5,4,2,2,1,1,2,1,1,4,3,2
306702,7705962,E12000008,H,2,1,1,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
379575,7777280,E12000003,H,5,1,1,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
455619,7858603,E12000007,H,2,1,2,7,2,2,2,2,1,5,2,1,2,4,1
501414,7905925,E12000007,H,1,1,1,7,1,2,2,2,1,1,1,6,8,3,3
196917,7598082,E12000006,H,3,1,2,2,1,2,1,1,1,2,1,2,8,3,1
413568,7815775,E12000005,H,2,1,2,1,1,1,1,3,1,1,-9,-9,-9,-9,-9
31257,7428313,E12000005,H,2,1,1,7,2,2,1,1,1,2,5,5,4,-9,3
197656,7594404,E12000006,H,5,1,1,2,1,1,1,1,1,1,6,9,6,-9,2
225912,7624457,E12000002,H,2,1,2,1,1,1,1,1,3,6,-9,-9,-9,-9,-9
94943,7491193,E12000001,H,3,1,2,4,4,2,1,2,1,1,1,6,4,2,3
462160,7863966,E12000007,H,1,1,1,3,2,2,2,1,3,9,1,9,5,4,4
120750,7516745,E12000006,H,5,1,2,2,1,1,1,3,1,2,6,9,8,-9,2
249159,7644365,E12000006,H,2,1,2,6,2,2,1,3,1,2,5,4,6,-9,4
110664,7506962,E12000009,H,1,1,2,8,5,2,1,2,1,9,5,4,6,-9,2
49593,7445032,E12000009,H,2,1,1,6,2,2,1,2,1,2,2,8,10,2,4
216302,7617968,E12000008,H,3,1,1,3,1,2,1,1,1,2,1,3,7,3,1
181104,7579133,E12000008,H,2,1,1,6,2,2,1,2,1,1,1,2,8,3,1
526121,7928664,E12000007,H,3,1,1,3,1,2,1,2,1,1,1,3,8,3,1
453178,7855842,E12000007,H,2,1,2,7,2,2,1,2,1,2,5,5,5,-9,4
99259,7492846,E12000002,H,1,1,2,5,4,2,1,1,1,2,1,3,4,3,2
478974,7882942,E12000007,H,-9,2,2,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
460656,7867000,E12000007,H,2,1,1,6,2,2,1,1,1,2,5,1,9,-9,2
418617,7824420,E12000005,H,5,1,2,3,1,2,1,1,1,2,2,7,7,3,4
210033,7602104,E12000006,H,2,1,1,1,1,1,2,1,3,2,-9,-9,-9,-9,-9
222358,7621117,E12000002,H,2,1,2,3,2,2,1,1,1,2,1,7,7,2,2
263674,7662028,E12000003,H,3,1,1,4,1,2,1,3,1,1,8,9,6,-9,2
168297,7562735,E12000006,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
174449,7575120,E12000009,H,1,1,2,2,1,1,1,2,1,1,4,9,5,1,2
510456,7913909,E12000007,H,1,1,2,8,5,2,1,3,1,2,5,5,10,-9,4
329483,7728943,E12000005,H,5,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
403529,7802280,E12000005,H,5,1,2,4,1,2,1,1,2,9,1,2,10,3,1
68651,7465229,E12000008,H,2,1,1,8,2,2,1,2,1,2,5,5,2,-9,3
520447,7928237,E12000007,H,2,1,2,3,2,2,2,1,1,2,1,4,4,3,2
407729,7812880,E12000005,H,2,1,2,7,2,2,1,2,1,2,5,9,9,-9,4
480181,7886027,E12000007,H,2,1,2,4,2,2,2,1,3,3,1,3,7,3,2
418640,7822289,E12000005,H,2,1,1,5,2,2,1,1,3,7,1,4,6,4,2
28096,7421984,E12000004,H,5,1,2,1,1,1,1,1,2,2,-9,-9,-9,-9,-9
439337,7845737,E12000003,H,1,1,2,6,4,2,1,2,1,2,1,4,8,1,2
95215,7488073,E12000001,H,3,1,2,2,1,2,1,2,1,2,7,9,5,-9,4
101506,7500436,E12000005,H,3,1,1,5,1,2,1,1,1,2,2,5,1,4,3
354898,7756815,E12000002,H,5,1,1,3,1,2,1,1,1,2,1,3,9,4,2
249401,7650292,E12000006,H,2,1,2,5,2,2,1,3,1,2,1,6,11,3,4
58030,7453480,E12000009,H,1,1,2,3,1,2,1,2,1,2,1,3,6,3,2
276360,7675781,E12000008,H,3,1,1,5,4,2,1,1,1,1,1,4,9,3,2
280909,7681309,E12000009,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
144706,7541462,E12000009,H,1,1,2,8,5,2,1,4,1,2,5,2,11,-9,2
354364,7756245,E12000002,H,2,1,2,1,1,2,1,1,2,2,-9,-9,-9,-9,-9
6076,7400375,E12000001,H,3,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
216260,7616502,E12000008,H,2,1,1,4,2,2,1,1,1,2,1,8,8,3,3
9769,7403848,E12000002,H,3,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
81251,7476570,E12000008,H,1,1,2,4,5,1,1,5,2,1,4,7,4,-9,2
147322,7540732,E12000004,H,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
145156,7545449,E12000009,H,3,1,1,3,1,2,1,1,1,9,1,3,9,3,2
542858,7947003,W92000004,H,2,1,2,5,2,2,1,3,1,2,1,4,9,3,2
138215,7532275,E12000002,H,2,1,2,2,1,1,1,2,1,2,6,-9,-9,-9,2
390343,7796140,E12000001,H,2,1,2,6,2,2,1,2,1,2,1,2,10,3,1
81193,7477765,E12000008,H,2,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
37549,7437139,E12000009,H,1,1,1,3,1,2,1,1,1,2,1,5,3,3,3
430350,7834228,E12000003,H,3,1,2,6,4,2,1,2,1,9,9,-9,-9,-9,1
104188,7501106,E12000005,H,6,1,2,4,2,2,2,1,1,2,1,8,8,4,3
235056,7636457,E12000004,H,2,1,1,5,2,2,2,2,1,2,2,5,5,3,3
35410,7431105,E12000005,H,3,1,1,2,1,2,1,2,1,2,3,9,8,-9,2
271797,7675219,E12000008,H,2,1,2,4,2,2,1,2,1,1,1,3,10,3,2
262716,7663354,E12000003,H,2,1,1,5,2,2,1,1,1,2,1,2,10,3,1
27860,7421414,E12000004,H,2,1,2,4,2,2,2,2,2,1,7,4,10,-9,4
493086,7894753,E12000007,H,5,1,1,2,1,1,1,1,1,1,6,7,4,-9,2
409258,7811165,E12000005,H,2,1,1,5,2,2,1,2,1,1,1,5,3,3,3
520410,7930027,E12000007,H,1,1,1,3,1,2,1,1,1,1,1,4,7,3,2
276550,7675471,E12000008,H,3,1,1,5,1,2,1,2,1,2,1,3,9,3,2
244039,7640819,E12000004,H,1,1,1,6,1,2,1,1,1,2,5,9,4,-9,4
291769,7695814,E12000006,H,2,1,1,4,2,2,1,3,1,9,1,8,4,3,4
441226,7842479,E12000003,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
245220,7641104,E12000004,H,2,1,1,4,1,2,1,3,1,2,2,1,4,4,2
149404,7549225,E12000009,H,1,1,1,7,2,2,1,1,1,1,2,2,11,2,1
171387,7566845,E12000006,H,1,1,1,4,3,2,1,1,1,2,2,3,6,3,2
194407,7592305,E12000006,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
268994,7668516,E12000004,H,2,1,1,6,2,2,1,1,1,2,1,3,7,3,1
531788,7935837,W92000004,H,2,1,1,8,2,2,1,2,1,2,5,5,5,-9,3
408550,7803529,E12000005,H,2,1,1,6,2,2,1,1,1,2,5,1,7,-9,1
10522,7404427,E12000002,H,5,1,2,1,1,1,2,2,3,6,-9,-9,-9,-9,-9
524549,7930845,E12000007,H,1,1,2,4,1,2,2,1,1,1,1,2,8,3,1
522562,7919524,E12000007,H,2,1,2,3,2,2,2,2,3,4,1,7,4,3,4
100751,7494731,E12000002,H,1,1,2,5,4,2,1,2,1,2,1,7,2,3,2
285714,7687422,E12000005,H,1,1,1,3,1,2,2,1,5,6,3,8,2,-9,3
516480,7922804,E12000007,H,5,1,2,1,1,1,1,2,2,1,-9,-9,-9,-9,-9
543613,7959185,W92000004,H,2,1,1,7,2,2,1,3,1,2,2,4,8,3,2
448905,7855528,E12000007,H,2,1,2,3,2,2,2,1,4,2,1,2,11,3,2
160448,7559508,E12000006,H,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
130000,7525169,E12000006,H,2,1,2,6,2,2,1,3,1,2,5,9,10,-9,4
477055,7879981,E12000007,H,5,1,1,3,1,2,1,1,3,6,1,1,4,3,2
298141,7699835,E12000006,H,2,1,2,5,2,2,1,1,1,9,1,4,7,2,2
380237,7781630,E12000003,H,2,1,2,6,2,2,1,4,1,2,8,6,10,-9,3
363693,7769776,E12000002,H,2,1,1,6,2,2,1,2,1,2,1,2,11,3,2
113163,7510644,E12000009,H,1,1,1,7,1,2,1,2,1,2,5,5,2,-9,4
148986,7547057,E12000009,H,2,1,1,5,2,2,1,2,1,2,1,5,3,3,3
61368,7457139,E12000006,H,5,1,2,5,1,2,1,1,1,2,7,6,12,-9,2
239616,7636188,E12000004,H,2,1,2,5,2,2,1,2,1,2,1,2,11,4,1
439416,7838898,E12000003,H,2,1,1,2,1,1,1,1,1,2,6,-9,-9,-9,2
353733,7753702,E12000002,H,2,1,1,8,2,2,1,2,1,2,5,2,8,-9,1
312442,7711206,E12000008,H,2,1,1,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
473417,7880512,E12000007,H,5,1,1,1,1,2,1,1,5,6,-9,-9,-9,-9,-9
24072,7418848,E12000004,H,2,1,1,4,2,2,1,1,1,9,1,2,2,4,1
160003,7557564,E12000008,H,1,1,2,2,1,1,1,1,1,1,6,-9,-9,-9,2
531986,7935524,W92000004,H,2,1,1,6,2,2,1,2,1,1,5,3,11,-9,2
270510,7667736,E12000004,H,2,1,2,8,2,2,1,2,1,2,5,6,10,-9,4
283914,7683845,E12000009,H,3,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
116449,7512317,E12000009,H,2,1,1,6,2,2,1,1,1,1,2,5,3,3,3
541872,7948963,W92000004,H,2,1,1,2,1,1,1,1,1,2,6,-9,-9,-9,2
209785,7606307,E12000008,H,-9,2,1,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
289929,7691065,E12000005,H,5,1,2,2,1,1,1,1,1,9,4,7,4,1,2
461974,7868102,E12000007,H,1,1,1,2,1,1,2,1,3,6,6,-9,-9,-9,2
155090,7549809,E12000009,H,2,1,1,8,2,2,1,2,1,2,5,9,4,-9,4
541082,7952588,W92000004,H,3,1,1,4,4,2,1,1,1,2,1,9,6,3,3
292655,7692588,E12000005,H,2,1,2,7,2,2,1,2,1,2,5,2,10,-9,1
275400,7679956,E12000008,H,2,1,1,6,2,2,1,4,1,2,8,5,4,-9,2
137091,7535191,E12000004,H,2,1,1,5,2,2,1,2,1,9,1,1,4,3,2
544588,7958239,W92000004,H,4,1,1,2,1,2,1,1,1,2,1,5,2,3,3
456089,7856416,E12000007,H,5,1,2,3,1,2,1,2,1,1,7,9,3,-9,4
533390,7939655,W92000004,H,1,1,1,5,2,2,1,1,1,2,1,2,5,4,1
241917,7644915,E12000006,H,2,1,2,7,2,2,1,2,1,2,5,4,7,-9,2
301034,7705130,E12000008,H,2,1,1,1,1,1,1,2,1,1,-9,-9,-9,-9,-9
27520,7421671,E12000004,H,4,1,1,5,4,2,1,2,1,4,1,9,8,3,4
384064,7787303,E12000003,H,2,1,2,5,2,2,1,1,1,2,1,5,5,1,4
473850,7876728,E12000007,H,-9,1,2,1,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
385843,7784144,E12000003,H,5,1,2,4,4,2,1,2,1,2,3,6,11,-9,4
546191,7948392,W92000004,H,2,1,2,5,2,2,1,4,1,9,8,8,2,-9,4
229395,7627894,E12000002,H,3,1,2,2,1,2,1,1,1,1,1,6,11,2,3
175079,7573092,E12000009,H,1,1,2,3,1,1,1,1,1,9,4,3,8,3,2
121015,7514880,E12000006,H,1,1,2,7,5,2,1,2,1,2,5,7,4,-9,4
13953,7409784,E12000003,H,2,1,2,5,2,2,1,3,1,1,9,6,11,-9,4
368018,7772598,E12000002,H,2,1,2,3,2,2,1,1,1,1,1,6,12,1,3
447589,7848931,E12000003,H,2,1,2,1,1,1,1,2,1,1,-9,-9,-9,-9,-9
527866,7933111,E12000007,H,1,1,2,3,1,2,2,1,5,6,3,-9,-9,-9,4
233056,7633108,E12000004,H,1,1,2,7,4,2,1,1,1,1,5,4,2,-9,2
437016,7840047,E12000003,H,2,1,2,4,2,2,1,2,1,2,7,1,4,-9,1
405006,7809582,E12000005,H,2,1,1,5,2,2,1,1,1,2,1,5,8,3,3
262405,7663350,E12000003,H,2,1,1,4,2,2,1,1,1,2,2,1,4,3,1
347558,7752595,E12000002,H,1,1,2,7,4,2,1,1,1,2,5,4,4,-9,2
278593,7678291,E12000008,H,3,1,2,3,1,2,1,5,1,2,8,5,5,-9,4
257638,7655312,E12000004,H,2,1,2,2,1,2,1,1,1,2,1,3,12,3,1
473489,7878432,E12000007,H,2,1,2,4,2,2,2,3,3,6,7,1,4,-9,1
214631,7612132,E12000008,H,1,1,1,7,1,2,1,2,1,2,5,9,4,-9,4
194153,7592642,E12000006,H,2,1,2,3,2,2,2,2,1,2,7,8,4,-9,4
408293,7813436,E12000005,H,2,1,2,3,2,2,2,2,1,6,1,9,6,3,4
86379,7480741,E12000008,H,2,1,2,6,2,2,2,3,1,9,7,2,11,-9,4
419766,7823259,E12000005,H,6,1,1,8,1,2,1,4,1,2,5,2,6,-9,1
360550,7761966,E12000002,H,2,1,1,3,1,2,1,1,1,2,1,8,2,3,4
260368,7660566,E12000003,H,2,1,1,5,2,2,1,1,1,2,2,5,3,3,3
238965,7638751,E12000004,H,2,1,2,2,1,2,1,2,1,2,1,4,11,3,2
398287,7800517,E12000005,H,2,1,2,2,1,2,1,1,3,7,1,6,10,3,3
417810,7819425,E12000005,H,2,1,2,4,2,2,1,3,1,1,1,4,3,2,2
497330,7899831,E12000007,H,1,1,2,7,2,2,2,1,1,2,7,3,10,-9,2
425329,7827571,E12000003,H,2,1,1,4,2,2,1,2,1,9,1,2,8,3,1
339432,7743252,E12000002,H,2,1,1,3,2,2,1,1,3,6,2,8,8,2,4
174636,7573727,E12000009,H,3,1,1,5,4,2,1,1,1,1,2,3,8,3,2
83791,7478502,E12000008,H,1,1,1,2,1,1,1,1,1,9,6,7,4,-9,2
171346,7567853,E12000006,H,3,1,2,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
297628,7699044,E12000006,H,5,1,1,1,1,1,1,2,1,1,-9,-9,-9,-9,-9
295227,7692135,E12000005,H,2,1,1,5,2,2,1,1,1,1,1,9,4,3,4
409472,7807444,E12000005,H,1,1,1,3,1,2,2,3,3,6,8,-9,-9,-9,4
189469,7584258,E12000008,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
100507,7496089,E12000002,H,2,1,2,4,2,2,1,2,1,2,1,4,8,2,2
454644,7857905,E12000007,H,2,1,1,3,2,2,2,2,5,6,2,1,4,3,2
195972,7595556,E12000006,H,2,1,2,7,2,2,1,4,1,2,5,9,6,-9,3
177605,7578103,E12000009,H,2,1,2,6,2,2,1,2,1,2,1,2,11,1,1
55350,7451725,E12000009,H,2,1,2,3,1,2,1,1,1,1,2,3,7,3,1
189102,7587544,E12000008,H,4,1,2,1,1,1,1,1,1,9,-9,-9,-9,-9,-9
419031,7827133,E12000005,H,1,1,1,3,4,2,1,2,1,2,1,8,3,4,4
457903,7864585,E12000007,H,5,1,2,1,1,1,1,2,4,2,-9,-9,-9,-9,-9
556895,7949717,W92000004,H,2,1,2,2,1,1,2,1,3,2,4,7,5,1,2
542393,7957740,W92000004,H,5,1,2,4,2,1,1,2,1,1,6,8,2,-9,2
290879,7688743,E12000005,H,3,1,2,4,1,2,1,2,1,2,1,7,4,2,4
52713,7450172,E12000009,H,3,1,2,2,1,2,1,2,1,1,1,7,7,3,4
86331,7481755,E12000008,H,2,1,1,1,1,1,1,2,1,1,-9,-9,-9,-9,-9
451101,7853709,E12000007,H,3,1,1,1,1,2,1,1,1,8,-9,-9,-9,-9,-9
307325,7707930,E12000008,H,2,1,1,2,1,1,1,1,1,2,6,-9,-9,-9,2
75070,7467453,E12000008,H,1,1,2,2,1,1,2,1,3,1,6,-9,-9,-9,2
19956,7414556,E12000003,H,6,1,2,2,5,2,1,4,1,2,5,8,2,-9,4
97491,7495784,E12000002,H,1,1,2,8,5,2,1,4,1,1,5,9,7,-9,4
316699,7714353,E12000005,H,2,1,1,6,2,2,1,1,1,1,1,4,9,3,2
256726,7657600,E12000004,H,2,1,2,5,2,2,1,2,1,1,1,6,10,2,4
551827,7951707,W92000004,H,1,1,2,8,5,2,1,4,1,2,5,7,4,-9,4
553842,7952913,W92000004,H,3,1,2,4,4,2,1,1,1,2,1,2,4,4,1
360173,7766490,E12000002,H,6,1,2,8,1,2,1,1,1,2,5,4,9,-9,2
513784,7917630,E12000007,H,1,1,1,5,3,2,2,4,4,2,2,5,5,3,3
302461,7703092,E12000008,H,5,1,2,4,4,2,1,1,1,1,1,4,8,2,2
163715,7560390,E12000006,H,2,1,1,6,2,2,1,3,1,1,1,8,2,4,3
358782,7759435,E12000002,H,2,1,2,4,2,2,1,1,1,1,1,4,10,3,2
402884,7800258,E12000005,H,2,1,1,7,2,2,2,3,3,7,5,5,2,-9,4
207304,7609438,E12000008,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
69324,7465624,E12000008,H,2,1,1,4,2,2,1,1,1,2,1,2,6,3,1
